Sample Name	RollUpLevel	Rank	TaxID	Type	Phylum	Class	Order	Family	Genus	Species	All Samples	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Xenococcus	genus	genus	52607	Bacteria	Cyanobacteria		Pleurocapsales		Xenococcus		7	0	0	7	0	0	0	0	0	0	0	0	0
Dehalobacter	genus	genus	56112	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter		7	0	0	1	0	0	0	2	0	1	3	0	0
Tatumella	genus	genus	82986	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Tatumella		7	0	0	2	1	0	0	0	2	0	0	0	2
Robiginitalea	genus	genus	252306	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea		7	0	0	7	0	0	0	0	0	0	0	0	0
Proteiniphilum	genus	genus	294702	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Proteiniphilum		7	0	0	1	0	0	1	1	0	0	1	3	0
Verminephrobacter	genus	genus	364316	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter		7	0	0	4	3	0	0	0	0	0	0	0	0
Myroides	genus	genus	76831	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides		7	0	0	0	1	0	0	3	2	1	0	0	0
Marmoricola	genus	genus	86795	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		7	0	0	0	1	0	0	5	0	1	0	0	0
Candidatus Brocadiaceae unclassified	genus	family	1127830	Bacteria	Planctomycetes	Planctomycetia	Candidatus Brocadiales	Candidatus Brocadiaceae			7	0	0	0	1	0	1	0	0	2	0	2	1
Saccharothrix	genus	genus	2071	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix		7	0	0	0	0	2	1	0	1	1	0	2	0
Methanobacterium	genus	genus	2160	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		7	0	0	0	0	1	1	1	2	1	0	0	1
Sulfurihydrogenibium	genus	genus	212790	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium		7	0	0	0	0	2	1	1	1	0	0	1	1
Enterorhabdus	genus	genus	580024	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enterorhabdus		7	0	0	0	0	1	0	0	0	3	1	2	0
Zetaproteobacteria unclassified	genus	class	580370	Bacteria	Proteobacteria	Zetaproteobacteria					7	0	0	0	0	1	0	1	2	1	1	0	1
Desulfonatronovibrio	genus	genus	53244	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronovibrio		7	0	0	0	0	0	5	2	0	0	0	0	0
Pelosinus	genus	genus	365348	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus		7	0	0	0	0	0	3	0	2	1	0	1	0
Dactylosporangium	genus	genus	35753	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium		7	0	0	0	0	0	0	7	0	0	0	0	0
Mastigocoleus	genus	genus	996924	Bacteria	Cyanobacteria		Stigonematales		Mastigocoleus		7	0	0	0	0	0	0	7	0	0	0	0	0
Candidatus Symbiobacter	genus	genus	1436289	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter		7	0	0	0	0	0	0	0	0	7	0	0	0
Rickettsiales unclassified	genus	order	766	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales				6	1	1	1	0	0	0	0	0	0	1	1	1
Lactococcus	genus	genus	1357	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		6	2	0	1	1	1	0	1	0	0	0	0	0
Halobacteriales unclassified	genus	order	2235	Archaea	Euryarchaeota	Halobacteria	Halobacteriales				6	0	1	0	0	1	0	1	0	1	1	1	0
Hirschia	genus	genus	2723	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia		6	2	0	1	0	0	1	0	0	0	1	1	0
Blattabacterium	genus	genus	34098	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium		6	2	1	0	0	0	0	0	1	1	1	0	0
Alteromonadaceae unclassified	genus	family	72275	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae			6	0	1	0	0	1	0	2	0	1	0	0	1
Cylindrospermopsis	genus	genus	77021	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Cylindrospermopsis		6	2	0	1	0	1	0	1	0	1	0	0	0
Natrinema	genus	genus	88723	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema		6	1	0	1	1	0	0	0	1	0	1	1	0
Dysgonomonas	genus	genus	156973	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas		6	1	2	1	0	0	0	1	0	0	0	0	1
Cetobacterium	genus	genus	180162	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium		6	1	1	0	0	1	1	0	0	1	0	0	1
Thermoanaerobacteraceae unclassified	genus	family	186814	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae			6	0	0	0	2	1	0	1	0	1	0	1	0
Chlamydiae unclassified	genus	phylum	204428	Bacteria	Chlamydiae						6	1	0	2	0	0	1	1	1	0	0	0	0
Methylophilales unclassified	genus	order	206350	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales				6	0	0	1	1	0	1	0	0	1	0	2	0
Geobacteraceae unclassified	genus	family	213422	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae			6	0	2	1	0	0	1	0	0	1	0	1	0
Kordia	genus	genus	221065	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia		6	1	0	2	0	0	0	0	3	0	0	0	0
Olleya	genus	genus	336276	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya		6	1	0	0	0	3	0	2	0	0	0	0	0
Saccharomyceta unclassified	genus	no rank	716545	Fungi	Ascomycota						6	1	0	0	1	2	1	0	0	1	0	0	0
Borrelia	genus	genus	138	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia		6	0	1	0	0	1	0	0	1	1	1	1	0
Mollicutes unclassified	genus	class	31969	Bacteria	Tenericutes	Mollicutes					6	0	4	0	0	1	0	0	1	0	0	0	0
Cycloclasticus	genus	genus	34067	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus		6	0	0	2	1	1	0	1	0	1	0	0	0
Pleurocapsales unclassified	genus	order	52604	Bacteria	Cyanobacteria		Pleurocapsales				6	0	0	0	2	0	0	1	1	1	0	0	1
Bdellovibrionales unclassified	genus	order	213481	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales				6	0	0	0	1	1	0	0	0	2	1	1	0
Xenorhabdus	genus	genus	626	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus		6	0	0	0	2	0	0	3	1	0	0	0	0
Halobacterium	genus	genus	2239	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium		6	0	0	0	1	0	1	0	2	1	0	0	1
Methyloferula	genus	genus	1143004	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methyloferula		6	0	0	0	6	0	0	0	0	0	0	0	0
Anditalea	genus	genus	1494913	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Anditalea		6	0	0	0	6	0	0	0	0	0	0	0	0
Siccibacter	genus	genus	1649298	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Siccibacter		6	0	0	0	1	1	0	2	0	2	0	0	0
Nitrosopumilus	genus	genus	338191	Archaea	Thaumarchaeota		Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus		6	0	0	0	0	0	1	2	0	0	3	0	0
Pluralibacter	genus	genus	1330546	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pluralibacter		6	0	0	0	0	0	6	0	0	0	0	0	0
Prosthecochloris	genus	genus	1101	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris		6	0	0	0	0	0	0	6	0	0	0	0	0
Calothrix	genus	genus	1186	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix		6	0	0	0	0	0	0	0	0	6	0	0	0
Wolbachia	genus	genus	953	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia		5	1	0	0	1	1	1	0	0	1	0	0	0
Thermococcaceae unclassified	genus	family	2259	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae			5	0	0	0	0	0	2	0	0	1	0	1	1
Syntrophomonadaceae unclassified	genus	family	68298	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae			5	1	0	0	0	1	1	1	0	0	0	1	0
Helicobacteraceae unclassified	genus	family	72293	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae			5	0	1	2	0	0	1	1	0	0	0	0	0
Frankiales unclassified	genus	order	85013	Bacteria	Actinobacteria	Actinobacteria	Frankiales				5	1	0	0	1	1	0	1	0	1	0	0	0
Promicromonosporaceae unclassified	genus	family	85017	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae			5	1	0	0	0	1	1	2	0	0	0	0	0
Coxiellaceae unclassified	genus	family	118968	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae			5	1	0	1	0	0	2	0	0	0	0	1	0
Thermotogaceae unclassified	genus	family	188709	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae			5	1	0	1	0	1	0	0	0	0	0	1	1
Planctomycetia unclassified	genus	class	203683	Bacteria	Planctomycetes	Planctomycetia					5	1	0	0	0	0	0	2	0	2	0	0	0
Spirochaetes unclassified	genus	phylum	203691	Bacteria	Spirochaetes						5	1	0	1	1	0	1	0	0	0	0	0	1
Candidatus Blochmannia	genus	genus	203804	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia		5	1	0	1	0	1	0	0	0	1	0	1	0
Woodsholea	genus	genus	240236	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Woodsholea		5	5	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus	genus	genus	400634	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		5	2	1	0	0	2	0	0	0	0	0	0	0
Cellvibrionaceae unclassified	genus	family	1706371	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae			5	1	0	1	1	0	0	0	1	0	0	1	0
Sporolactobacillus	genus	genus	2077	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus		5	0	1	1	0	1	1	0	0	0	0	1	0
Mycoplasma	genus	genus	2093	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma		5	0	1	0	1	0	0	1	0	1	1	0	0
Leptotrichia	genus	genus	32067	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia		5	0	2	0	0	0	0	1	1	0	0	0	1
Virgibacillus	genus	genus	84406	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus		5	0	2	1	1	0	0	0	0	1	0	0	0
Listeria	genus	genus	1637	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria		5	0	0	2	2	0	0	1	0	0	0	0	0
Penicillium	genus	genus	5073	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		5	0	0	1	0	0	0	2	0	1	1	0	0
Natronococcus	genus	genus	29287	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus		5	0	0	1	0	0	0	0	0	0	1	0	3
Pontibacter	genus	genus	323449	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter		5	0	0	1	1	1	0	0	1	1	0	0	0
Pelagibacteraceae unclassified	genus	family	1655514	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae			5	0	0	1	1	0	0	2	0	1	0	0	0
Geopsychrobacter	genus	genus	271087	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geopsychrobacter		5	0	0	0	5	0	0	0	0	0	0	0	0
Candidatus Saccharibacteria unclassified	genus	phylum	95818	Bacteria	Candidatus Saccharibacteria						5	0	0	0	0	3	0	0	0	0	1	1	0
Sulfurimonas	genus	genus	202746	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas		5	0	0	0	0	1	0	2	0	0	0	1	1
Knoellia	genus	genus	136099	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia		5	0	0	0	0	0	1	2	1	1	0	0	0
Actinobacillus	genus	genus	713	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus		5	0	0	0	0	0	0	1	3	0	0	0	1
Candidatus Berkelbacteria unclassified	genus	phylum	1618330	Bacteria	Candidatus Berkelbacteria						5	0	0	0	0	0	0	0	3	0	0	1	1
Thermomonas	genus	genus	141948	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas		5	0	0	0	0	0	0	0	0	0	5	0	0
Aciditerrimonas	genus	genus	1042325	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Aciditerrimonas		5	0	0	0	0	0	0	0	0	0	0	0	5
Spirochaetales unclassified	genus	order	136	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales				4	0	1	2	0	0	1	0	0	0	0	0	0
Methanosarcinaceae unclassified	genus	family	2206	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae			4	0	0	0	0	2	0	0	1	0	0	1	0
Crenarchaeota unclassified	genus	phylum	28889	Archaea	Crenarchaeota						4	1	0	0	0	1	1	1	0	0	0	0	0
Rothia	genus	genus	32207	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia		4	1	0	1	1	0	0	1	0	0	0	0	0
Moritella	genus	genus	58050	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella		4	1	0	0	0	0	1	0	0	0	0	0	2
Borreliella	genus	genus	64895	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella		4	1	1	0	0	0	0	0	0	1	0	0	1
Cryobacterium	genus	genus	69578	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium		4	1	0	0	0	0	0	0	1	1	0	1	0
Elusimicrobia unclassified	genus	phylum	74152	Bacteria	Elusimicrobia						4	1	0	0	0	0	1	0	0	0	0	1	1
Thioalkalimicrobium	genus	genus	92244	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thioalkalimicrobium		4	1	0	1	0	0	0	0	1	1	0	0	0
Piscirickettsiaceae unclassified	genus	family	135616	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae			4	0	0	0	0	0	0	0	2	1	0	0	1
Gemmatimonadetes unclassified	genus	class	219685	Bacteria	Gemmatimonadetes	Gemmatimonadetes					4	0	0	0	0	0	0	0	0	0	4	0	0
Candidatus Protochlamydia	genus	genus	282132	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia		4	2	2	0	0	0	0	0	0	0	0	0	0
Methylacidiphilum	genus	genus	511745	Bacteria	Verrucomicrobia		Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum		4	1	0	0	1	0	0	0	1	0	0	0	1
Holophagaceae unclassified	genus	family	574976	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae			4	0	0	0	0	0	0	0	1	0	0	0	3
Selenomonadales unclassified	genus	order	909929	Bacteria	Firmicutes	Negativicutes	Selenomonadales				4	1	0	1	0	0	0	0	0	0	1	0	1
Mobilicoccus	genus	genus	984996	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Mobilicoccus		4	1	0	0	0	0	1	1	0	0	0	1	0
Salinivibrio	genus	genus	51366	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio		4	0	3	0	0	0	0	1	0	0	0	0	0
Planococcaceae unclassified	genus	family	186818	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae			4	0	1	1	1	0	0	0	0	0	1	0	0
Runella	genus	genus	105	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella		4	0	0	1	0	0	0	1	2	0	0	0	0
Taylorella	genus	genus	29574	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella		4	0	0	1	1	0	1	0	0	0	0	0	1
Vogesella	genus	genus	57739	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella		4	0	0	4	0	0	0	0	0	0	0	0	0
Sordariomycetes unclassified	genus	class	147550	Fungi	Ascomycota	Sordariomycetes					4	0	0	0	0	0	1	1	0	1	0	1	0
Hydrogenobaculum	genus	genus	168657	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum		4	0	0	1	1	0	0	1	0	0	0	0	1
Oribacterium	genus	genus	265975	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium		4	0	0	1	0	0	0	1	1	0	1	0	0
Lacinutrix	genus	genus	291183	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix		4	0	0	2	0	0	1	1	0	0	0	0	0
Nitrososphaera	genus	genus	497726	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera		4	0	0	1	0	0	0	0	0	2	0	0	1
Candidate division CPR3 unclassified	genus	phylum	1618340	Bacteria	Candidate division CPR3						4	0	0	1	0	0	2	0	1	0	0	0	0
Candidatus Giovannonibacteria unclassified	genus	phylum	1752738	Bacteria	Candidatus Giovannonibacteria						4	0	0	2	0	0	0	0	0	1	0	0	1
Myoviridae unclassified	genus	family	10662	Viruses			Caudovirales	Myoviridae			4	0	0	0	1	1	0	0	1	0	0	0	1
Rhodoferax	genus	genus	28065	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax		4	0	0	0	3	0	0	0	0	0	0	0	1
Halorhabdus	genus	genus	146825	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorhabdus		4	0	0	0	1	0	0	1	0	0	0	2	0
Tannerella	genus	genus	195950	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella		4	0	0	0	1	0	0	0	2	0	0	0	1
Tanticharoenia	genus	genus	444052	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Tanticharoenia		4	0	0	0	2	2	0	0	0	0	0	0	0
Ferriphaselus	genus	genus	1443590	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Ferriphaselus		4	0	0	0	1	0	1	0	0	0	2	0	0
Anaplasma	genus	genus	768	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma		4	0	0	0	0	1	1	0	0	0	0	1	1
Prymnesiovirus	genus	genus	181086	Viruses				Phycodnaviridae	Prymnesiovirus		4	0	0	0	0	4	0	0	0	0	0	0	0
Sulfurovum	genus	genus	265570	Bacteria	Proteobacteria	Epsilonproteobacteria			Sulfurovum		4	0	0	0	0	2	0	1	0	0	1	0	0
Candidatus Levybacteria unclassified	genus	phylum	1752719	Bacteria	Candidatus Levybacteria						4	0	0	0	0	0	1	0	0	0	1	0	2
Cellvibrio	genus	genus	10	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio		4	0	0	0	0	0	0	1	1	1	0	0	1
Nesterenkonia	genus	genus	57494	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia		4	0	0	0	0	0	0	1	0	0	0	1	2
Marinitoga	genus	genus	160798	Bacteria	Thermotogae	Thermotogae	Petrotogales		Marinitoga		4	0	0	0	0	0	0	2	2	0	0	0	0
Pasteurellaceae unclassified	genus	family	712	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae			3	0	1	0	0	0	1	0	1	0	0	0	0
Halanaerobiaceae unclassified	genus	family	972	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae			3	1	2	0	0	0	0	0	0	0	0	0	0
Streptococcaceae unclassified	genus	family	1300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae			3	0	0	0	0	0	1	0	0	0	0	1	1
Aerococcus	genus	genus	1375	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus		3	1	0	0	0	1	0	0	0	0	1	0	0
Methanomicrobiales unclassified	genus	order	2191	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales				3	0	1	0	0	0	0	0	0	0	0	0	2
Alternaria	genus	genus	5598	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		3	1	0	0	1	0	0	1	0	0	0	0	0
Lactobacillaceae unclassified	genus	family	33958	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae			3	0	0	1	0	0	0	0	2	0	0	0	0
Salinicoccus	genus	genus	45669	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus		3	1	1	0	0	0	0	0	0	0	1	0	0
Campylobacteraceae unclassified	genus	family	72294	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae			3	0	0	1	0	0	0	0	2	0	0	0	0
Modestobacter	genus	genus	88138	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter		3	1	0	0	1	0	0	1	0	0	0	0	0
Deinococcales unclassified	genus	order	118964	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales				3	0	1	0	0	0	0	0	1	0	1	0	0
Legionellales unclassified	genus	order	118969	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales				3	0	0	1	1	0	0	0	0	0	1	0	0
Methylococcales unclassified	genus	order	135618	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales				3	0	0	0	0	1	0	1	0	1	0	0	0
Gemmatimonadaceae unclassified	genus	family	219687	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae			3	0	0	0	2	0	0	1	0	0	0	0	0
Solibacterales unclassified	genus	order	332160	Bacteria	Acidobacteria	Solibacteres	Solibacterales				3	0	0	0	0	0	1	0	0	0	1	0	1
Marinimicrobium	genus	genus	359337	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium		3	1	0	1	0	1	0	0	0	0	0	0	0
Haladaptatus	genus	genus	367188	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus		3	1	0	0	0	0	0	0	0	0	0	1	1
Mesoniviridae unclassified	genus	family	1312872	Viruses			Nidovirales	Mesoniviridae			3	1	0	0	1	0	0	0	0	0	1	0	0
Pseudoduganella	genus	genus	1522432	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella		3	3	0	0	0	0	0	0	0	0	0	0	0
Candidatus Paracaedibacteraceae unclassified	genus	family	1777752	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus Paracaedibacteraceae			3	1	0	0	0	0	0	1	0	0	0	0	1
Moorella	genus	genus	44260	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella		3	0	1	1	0	0	0	0	0	0	0	1	0
Mogibacterium	genus	genus	86331	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium		3	0	1	0	0	1	0	0	1	0	0	0	0
Sporolactobacillaceae unclassified	genus	family	186821	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae			3	0	3	0	0	0	0	0	0	0	0	0	0
Tissierellia unclassified	genus	class	1737404	Bacteria	Firmicutes	Tissierellia					3	0	1	0	0	0	0	0	0	0	0	2	0
Veillonella	genus	genus	29465	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella		3	0	0	1	0	1	0	0	0	0	0	0	1
Kingella	genus	genus	32257	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella		3	0	0	2	0	0	0	0	0	1	0	0	0
Holospora	genus	genus	44747	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	Holospora		3	0	0	1	0	0	0	0	0	1	0	1	0
Aminobacterium	genus	genus	81466	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminobacterium		3	0	0	3	0	0	0	0	0	0	0	0	0
Thiotrichaceae unclassified	genus	family	135617	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae			3	0	0	0	0	2	0	0	0	1	0	0	0
Gallibacterium	genus	genus	155493	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium		3	0	0	1	0	0	0	1	0	1	0	0	0
Methanocaldococcus	genus	genus	196118	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		3	0	0	1	0	0	0	0	0	1	0	1	0
Sciscionella	genus	genus	596495	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Sciscionella		3	0	0	1	1	0	1	0	0	0	0	0	0
Aquaspirillum	genus	genus	187	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum		3	0	0	0	3	0	0	0	0	0	0	0	0
Bdellovibrio	genus	genus	958	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		3	0	0	0	1	1	0	0	0	0	1	0	0
Oceanospirillum	genus	genus	965	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillum		3	0	0	0	1	0	1	0	0	0	1	0	0
Weeksella	genus	genus	1013	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Weeksella		3	0	0	0	1	0	0	0	1	1	0	0	0
Basidiomycota unclassified	genus	phylum	5204	Fungi	Basidiomycota						3	0	0	0	0	0	0	0	0	1	0	1	1
Mastigocladus	genus	genus	29417	Bacteria	Cyanobacteria		Stigonematales		Mastigocladus		3	0	0	0	3	0	0	0	0	0	0	0	0
